Baseline/SAMN06172444.sketch,Baseline/SAMN06172497.sketch,HPLC/SAMN06172421.sketch,HPLC/SAMN06172516.sketch,Baseline/SAMN06172402.sketch,Baseline/SAMN06172442.sketch,Baseline/SAMN06172459.sketch,HPLC/SAMN06172409.sketch,HPLC/SAMN06172419.sketch,HPLC/SAMN06172454.sketch,HPLC/SAMN06172458.sketch,LPHC/SAMN06172447.sketch,Baseline/SAMN06172436.sketch,Baseline/SAMN06172450.sketch,LPHC/SAMN06172508.sketch,Baseline/SAMN06172463.sketch,HPLC/SAMN06172413.sketch,LPHC/SAMN06172512.sketch,LPHC/SAMN06172401.sketch,Baseline/SAMN06172400.sketch,Baseline/SAMN06172408.sketch,Baseline/SAMN06172438.sketch,Baseline/SAMN06172440.sketch,Baseline/SAMN06172457.sketch,Baseline/SAMN06172465.sketch,HPLC/SAMN06172435.sketch,LPHC/SAMN06172433.sketch,Baseline/SAMN06172420.sketch,Baseline/SAMN06172485.sketch,Baseline/SAMN06172507.sketch,Baseline/SAMN06172517.sketch,HPLC/SAMN06172498.sketch,LPHC/SAMN06172429.sketch,Baseline/SAMN06172412.sketch,Baseline/SAMN06172422.sketch,Baseline/SAMN06172493.sketch,Baseline/SAMN06172521.sketch,Baseline/SAMN06172446.sketch,HPLC/SAMN06172449.sketch,HPLC/SAMN06172466.sketch,LPHC/SAMN06172427.sketch,LPHC/SAMN06172488.sketch,Baseline/SAMN06172481.sketch,HPLC/SAMN06172504.sketch,Baseline/SAMN06172473.sketch,Baseline/SAMN06172477.sketch,Baseline/SAMN06172509.sketch,HPLC/SAMN06172482.sketch,LPHC/SAMN06172518.sketch,Baseline/SAMN06172513.sketch,LPHC/SAMN06172460.sketch,LPHC/SAMN06172506.sketch,Baseline/SAMEA103957794.sketch,Baseline/SAMN06172434.sketch,Baseline/SAMN06172471.sketch,Baseline/SAMN06172475.sketch,HPLC/SAMEA103957796.sketch,HPLC/SAMN06172403.sketch,HPLC/SAMN06172441.sketch,Baseline/SAMN06172452.sketch,LPHC/SAMN06172425.sketch,LPHC/SAMN06172451.sketch,LPHC/SAMN06172490.sketch,Baseline/SAMN06172479.sketch,Baseline/SAMN06172511.sketch,LPHC/SAMN06172415.sketch,Baseline/SAMEA103957795.sketch,Baseline/SAMN06172432.sketch,Baseline/SAMN06172499.sketch,Baseline/SAMN06172515.sketch,HPLC/SAMEA103957793.sketch,HPLC/SAMN06172510.sketch,LPHC/SAMN06172472.sketch,Baseline/SAMN06172406.sketch,Baseline/SAMN06172448.sketch,Baseline/SAMN06172467.sketch,LPHC/SAMN06172445.sketch,Baseline/SAMN06172501.sketch,HPLC/SAMN06172468.sketch,HPLC/SAMN06172470.sketch,Baseline/SAMN06172414.sketch,HPLC/SAMN06172405.sketch,HPLC/SAMN06172431.sketch,LPHC/SAMN06172522.sketch,Baseline/SAMN06172416.sketch,HPLC/SAMN06172443.sketch,HPLC/SAMN06172486.sketch,HPLC/SAMN06172502.sketch,LPHC/SAMN06172456.sketch,LPHC/SAMN06172474.sketch,LPHC/SAMN06172524.sketch,Baseline/SAMN06172519.sketch,LPHC/SAMN06172407.sketch,LPHC/SAMN06172439.sketch,LPHC/SAMN06172520.sketch,Baseline/SAMN06172426.sketch,HPLC/SAMN06172437.sketch,Baseline/SAMN06172418.sketch,Baseline/SAMN06172469.sketch,Baseline/SAMN06172495.sketch,HPLC/SAMN06172480.sketch,LPHC/SAMN06172464.sketch,LPHC/SAMN06172494.sketch,Baseline/SAMN06172430.sketch,Baseline/SAMN06172483.sketch,Baseline/SAMN06172410.sketch,HPLC/SAMN06172476.sketch,HPLC/SAMN06172492.sketch,HPLC/SAMN06172514.sketch,LPHC/SAMN06172478.sketch,Baseline/SAMN06172424.sketch,Baseline/SAMN06172455.sketch,Baseline/SAMN06172487.sketch,Baseline/SAMN06172491.sketch,HPLC/SAMN06172423.sketch,HPLC/SAMN06172484.sketch,HPLC/SAMN06172496.sketch,LPHC/SAMN06172462.sketch,Baseline/SAMN06172428.sketch,Baseline/SAMN06172461.sketch,Baseline/SAMN06172489.sketch,Baseline/SAMN06172505.sketch,Baseline/SAMN06172404.sketch,Baseline/SAMN06172503.sketch,Baseline/SAMN06172523.sketch,LPHC/SAMN06172417.sketch,LPHC/SAMN06172453.sketch,LPHC/SAMN06172500.sketch
39.06,40.43,35.74,34.18,40.04,37.70,36.52,34.18,35.74,35.35,31.84,36.52,38.87,40.23,35.55,38.48,36.33,36.13,38.48,40.23,37.70,36.91,34.38,38.67,36.33,34.77,34.18,37.89,37.50,36.52,38.67,37.70,37.70,39.45,35.55,38.67,36.33,37.50,38.09,35.35,35.35,36.52,36.91,37.11,40.62,40.43,37.50,38.09,35.55,40.82,35.35,36.33,41.60,36.91,38.48,38.09,36.72,35.35,34.96,37.30,38.28,42.77,36.91,37.70,37.50,39.84,42.19,33.79,39.45,42.19,39.65,37.50,38.87,32.03,36.91,42.38,33.98,39.26,34.18,100.00,38.48,36.72,38.87,33.79,38.48,35.74,37.11,37.30,36.33,37.70,34.96,35.55,37.89,37.11,35.16,35.74,36.52,36.91,37.11,34.77,35.35,35.35,37.11,36.33,33.79,34.96,34.18,36.72,34.57,34.96,40.43,36.52,38.09,39.06,37.11,39.26,37.89,35.94,38.09,35.55,37.50,40.04,36.13,36.72,37.11,36.52,34.57,34.96
42.77,44.14,40.04,36.91,39.26,43.55,40.43,37.70,37.11,35.16,37.11,38.87,39.26,43.36,36.72,37.70,38.28,40.04,35.55,40.23,36.52,39.84,42.58,42.58,41.60,37.70,37.50,44.14,41.02,36.91,37.30,38.09,41.80,40.23,43.36,40.43,40.23,41.60,40.23,38.28,40.43,39.45,41.80,40.43,41.02,39.84,41.60,36.13,37.89,40.82,38.87,37.30,42.58,43.16,41.41,46.09,38.28,39.06,44.53,42.19,39.45,37.70,39.06,41.80,44.73,40.04,41.41,36.72,40.23,41.99,41.02,39.26,41.21,38.28,40.23,41.21,36.72,42.19,33.40,38.48,100.00,36.72,35.16,41.41,43.75,35.16,40.23,37.70,38.48,39.84,34.38,40.23,38.48,41.80,40.04,38.48,41.21,45.31,43.36,39.45,40.62,36.13,38.09,41.21,42.19,44.34,40.04,40.04,40.04,33.79,43.16,43.55,42.97,44.14,33.98,38.28,39.26,39.45,42.19,42.77,39.84,42.19,42.38,40.23,41.41,33.40,35.94,41.21
43.16,42.19,38.87,34.57,39.06,37.70,38.87,39.26,36.33,35.74,37.30,37.89,38.87,42.97,38.09,40.23,32.23,35.55,35.74,42.19,38.28,39.84,42.58,38.28,40.82,37.11,36.33,42.97,42.97,40.43,38.67,33.79,38.48,37.50,37.50,36.72,38.67,39.06,37.89,37.11,39.84,41.99,41.02,37.50,42.38,38.48,38.87,38.48,37.50,39.06,37.70,37.30,39.45,40.62,39.45,42.38,38.87,39.65,35.55,38.48,36.72,38.48,38.48,38.09,42.38,36.72,41.02,41.02,40.82,44.73,39.26,39.84,39.65,41.02,39.45,36.52,37.30,38.67,34.38,36.72,36.72,100.00,40.23,37.30,42.19,37.50,40.62,36.52,37.11,35.55,37.11,39.84,35.94,38.48,37.70,39.84,37.89,39.65,41.02,39.06,38.28,36.52,41.41,36.33,36.33,39.26,39.26,38.87,39.84,34.77,41.41,41.99,38.67,40.82,36.33,34.57,38.87,38.48,40.43,42.19,37.50,40.04,38.28,40.43,38.87,36.91,34.57,37.30
39.06,37.11,37.70,33.40,35.74,34.38,36.72,34.57,36.33,33.79,34.38,34.38,37.70,37.89,39.84,37.30,33.79,34.96,38.28,38.48,38.28,40.04,39.26,36.72,38.87,31.84,33.98,36.91,40.82,38.87,35.94,35.94,37.50,35.16,36.72,42.38,36.91,38.48,35.94,34.57,35.94,37.30,35.16,35.94,42.77,40.23,39.84,33.79,31.64,37.70,38.09,35.16,39.06,36.33,35.35,37.11,37.89,35.94,36.52,37.30,35.74,34.77,33.79,38.09,40.43,35.16,41.41,34.77,38.48,38.67,39.45,38.28,38.87,34.96,36.13,37.30,33.01,36.91,34.96,38.87,35.16,40.23,100.00,34.96,36.52,34.38,33.59,34.77,36.33,38.87,36.72,35.55,33.40,35.74,34.77,38.28,37.70,37.50,44.34,38.48,36.33,33.20,37.70,36.72,36.52,37.50,34.77,34.57,35.55,37.50,42.38,40.43,38.67,37.50,35.74,35.94,35.16,35.74,37.89,36.13,36.91,37.89,37.89,37.50,34.38,34.77,37.89,38.87
40.43,36.72,36.72,33.20,41.99,42.19,38.09,35.94,40.62,35.94,33.20,35.94,39.65,38.48,33.59,38.67,33.20,38.28,36.13,38.67,38.87,36.91,40.04,42.38,38.28,40.62,34.57,39.65,43.95,41.60,37.11,39.06,39.45,41.41,37.30,36.91,35.35,40.62,39.06,37.11,39.26,35.35,40.82,40.23,42.19,41.41,39.06,34.57,36.52,41.02,38.48,35.74,40.43,43.95,39.84,38.87,38.28,34.77,42.77,38.28,38.28,38.67,34.18,40.82,39.45,39.65,42.97,40.82,42.77,41.60,38.67,36.91,39.45,39.06,39.84,42.38,35.94,40.43,35.94,33.79,41.41,37.30,34.96,100.00,42.97,33.98,34.57,39.65,34.96,39.65,36.72,37.70,35.74,39.06,34.18,42.38,37.50,43.16,41.80,41.60,38.67,35.94,35.55,38.87,38.67,36.33,37.30,40.62,36.13,34.77,41.80,41.21,41.60,39.65,33.98,35.16,38.67,40.04,42.77,39.06,39.65,39.26,42.19,39.65,36.33,31.45,37.89,35.35
43.36,43.95,40.82,38.48,43.55,45.51,42.77,39.65,40.43,41.60,37.50,42.97,43.36,44.92,39.45,43.75,38.28,41.21,41.41,47.66,41.21,40.82,46.48,42.77,46.09,36.52,40.43,41.80,41.80,42.97,43.16,37.89,39.06,40.04,43.16,48.83,39.45,44.53,41.60,39.65,42.38,39.26,42.38,41.21,47.66,40.43,42.58,38.48,40.04,46.09,38.09,41.60,46.48,41.21,43.16,41.60,37.50,43.36,39.45,41.80,41.02,39.45,37.70,44.53,43.36,39.65,45.70,41.21,42.97,43.75,43.55,39.84,42.19,40.82,45.70,42.19,37.70,43.36,35.55,38.48,43.75,42.19,36.52,42.97,100.00,40.62,42.19,37.11,39.84,40.04,37.89,40.43,38.09,43.36,38.67,41.99,42.77,46.29,46.68,42.97,43.36,41.80,39.06,42.77,43.36,45.12,40.82,40.62,40.04,39.06,47.85,43.55,43.95,43.55,40.04,38.87,43.36,41.80,45.51,43.36,42.97,44.53,42.58,43.16,42.58,39.06,36.52,42.38
38.87,36.52,33.59,36.52,36.52,35.94,36.72,35.74,38.67,35.35,33.98,33.40,33.20,39.84,33.59,39.45,31.25,33.20,33.59,39.06,35.55,35.55,37.89,36.52,37.50,31.84,37.30,40.43,38.67,35.94,33.98,37.50,33.98,36.33,33.79,36.91,38.87,35.94,35.94,37.11,34.77,38.48,39.65,33.79,39.45,37.50,33.98,37.50,34.38,39.45,35.94,39.45,44.53,38.67,40.43,37.11,37.30,35.94,35.55,36.91,36.13,37.70,34.57,39.84,37.50,37.89,41.99,35.55,37.50,39.84,35.16,32.81,34.77,36.33,34.57,38.67,38.67,36.72,34.77,35.74,35.16,37.50,34.38,33.98,40.62,100.00,35.35,32.42,37.11,33.59,33.79,34.96,31.84,36.33,37.89,37.70,38.67,36.52,38.48,40.23,35.55,33.40,32.62,38.09,36.52,39.26,32.62,34.57,36.72,32.42,41.60,39.84,38.48,37.11,33.79,34.18,37.70,36.72,41.41,34.77,33.79,34.77,39.84,35.35,36.72,30.86,30.66,38.28
41.21,41.99,40.62,35.55,39.06,37.30,41.02,38.67,38.87,35.74,34.77,34.96,37.70,39.45,35.55,36.91,38.28,34.18,37.70,41.02,39.45,38.87,43.36,37.30,39.06,36.72,34.38,40.04,39.45,37.50,39.06,35.74,37.70,36.13,37.50,37.30,37.89,37.11,35.55,36.13,36.13,37.70,40.43,35.74,42.77,39.45,38.67,35.94,38.48,40.04,39.84,36.91,39.84,38.87,38.09,40.43,38.67,39.06,35.16,37.50,35.35,39.45,37.70,40.43,39.65,36.52,41.99,39.26,39.06,38.87,35.94,36.91,37.70,34.96,39.84,37.89,37.70,38.67,33.40,37.11,40.23,40.62,33.59,34.57,42.19,35.35,100.00,36.91,34.18,37.30,34.38,38.28,34.57,38.09,36.72,39.45,38.48,36.72,38.28,37.70,39.45,37.50,36.91,39.06,39.65,39.84,35.16,34.57,35.16,36.13,40.23,39.84,39.26,37.50,36.72,33.40,37.30,38.67,42.58,39.65,39.06,38.28,39.26,35.55,38.67,34.57,34.38,35.94
37.70,40.62,40.04,36.72,35.74,43.95,39.65,35.16,38.28,34.96,33.40,37.11,41.80,39.65,32.23,37.50,33.59,36.72,38.48,35.94,36.91,35.94,39.26,40.04,38.48,33.98,31.64,40.23,38.87,39.45,36.91,34.77,39.45,38.28,40.62,38.67,35.16,35.16,33.79,36.13,38.28,35.55,37.89,39.26,38.28,36.91,41.02,35.74,36.52,35.74,38.87,33.01,39.84,38.48,41.02,39.06,37.89,35.35,38.28,40.82,33.98,35.94,35.55,37.89,41.80,35.55,42.19,38.09,37.89,40.62,34.77,32.81,37.30,35.94,37.70,37.89,36.13,40.62,32.23,37.30,37.70,36.52,34.77,39.65,37.11,32.42,36.91,100.00,38.28,36.13,34.38,36.33,33.79,36.33,34.77,41.02,36.91,40.82,35.35,39.45,37.11,33.59,37.89,37.50,36.33,41.21,34.57,36.72,35.35,33.98,39.84,41.41,37.50,36.52,34.38,34.77,34.38,37.70,38.09,37.30,36.33,37.50,42.19,36.72,37.11,33.98,35.94,35.55
38.48,36.52,36.72,37.89,34.38,33.98,41.02,38.09,35.55,38.28,34.57,32.42,36.72,37.70,36.13,39.84,35.74,37.89,39.06,36.52,38.48,38.48,39.06,37.30,36.52,32.62,35.55,39.45,43.16,36.72,39.06,37.30,39.06,36.52,35.35,38.87,40.82,34.96,39.84,30.86,38.87,35.94,36.33,38.09,35.94,40.23,41.41,34.38,35.94,40.43,40.82,36.52,40.43,38.09,38.67,38.28,33.79,37.50,37.89,36.91,33.59,37.11,35.74,38.28,38.67,40.04,41.41,39.84,38.48,39.65,39.06,38.09,38.67,35.16,39.06,37.70,35.94,40.04,34.96,36.33,38.48,37.11,36.33,34.96,39.84,37.11,34.18,38.28,100.00,40.23,35.35,37.11,36.52,38.48,35.74,39.65,37.11,39.06,39.65,36.13,37.50,35.74,35.94,38.28,38.28,42.19,37.30,35.35,37.30,35.35,40.62,42.77,40.04,42.19,33.98,33.20,35.55,35.94,44.92,39.45,38.67,33.98,37.11,36.33,39.84,34.57,35.74,37.70
41.99,38.87,39.45,36.33,40.43,38.48,42.38,35.55,36.52,38.67,33.79,36.13,38.48,39.06,37.50,39.26,36.52,33.98,39.06,35.16,37.50,40.82,39.65,36.52,39.06,33.98,39.06,35.16,40.62,37.50,39.65,38.87,36.91,35.35,37.70,37.50,38.67,42.38,40.62,33.20,38.87,35.94,37.89,39.65,39.45,37.30,38.48,35.74,35.55,40.23,33.20,36.52,39.45,38.09,38.28,39.26,36.33,36.91,38.87,37.89,34.38,37.70,32.81,39.45,38.87,38.87,43.16,36.52,36.13,39.84,39.45,40.04,36.91,37.70,42.19,36.52,35.35,40.04,36.72,37.70,39.84,35.55,38.87,39.65,40.04,33.59,37.30,36.13,40.23,100.00,33.98,35.55,34.77,36.52,38.28,40.23,34.77,41.21,39.06,40.23,40.43,36.13,38.67,38.48,37.11,39.45,32.62,36.13,39.06,36.52,40.82,42.19,40.62,38.67,34.77,38.67,38.67,35.55,43.55,40.43,40.23,37.30,39.84,41.41,39.65,32.62,33.79,39.06
37.11,38.48,35.55,37.89,36.72,35.94,36.13,31.25,34.77,34.77,30.86,33.59,34.96,34.77,34.38,33.59,31.84,31.45,35.94,33.20,36.52,35.55,37.50,37.89,36.13,34.57,38.28,36.91,39.45,37.89,35.16,33.59,37.70,34.77,34.57,35.94,36.72,36.13,36.72,33.98,34.57,34.18,37.70,34.38,35.35,37.30,36.72,29.30,32.23,40.04,36.13,33.98,43.36,35.35,35.94,38.28,37.11,37.89,36.52,34.18,35.94,35.55,32.23,37.50,37.70,33.98,40.43,37.50,39.26,36.72,37.89,33.98,33.98,33.01,40.43,36.52,35.16,38.48,33.59,34.96,34.38,37.11,36.72,36.72,37.89,33.79,34.38,34.38,35.35,33.98,100.00,33.01,34.18,39.84,32.23,35.35,36.33,37.11,39.06,31.05,32.03,33.20,36.33,39.26,36.33,37.30,34.77,34.18,34.77,34.77,39.06,39.06,40.43,38.09,32.23,33.20,35.94,32.62,38.09,36.91,35.55,35.94,35.16,35.16,33.98,35.74,35.35,37.30
39.84,43.16,39.26,35.35,41.21,38.28,40.43,34.18,37.30,36.13,38.09,38.09,39.06,39.65,37.89,40.04,34.77,34.77,39.06,37.30,38.28,36.91,40.43,41.99,42.58,36.52,37.11,41.21,39.26,40.43,38.28,36.91,41.21,42.38,35.55,39.45,40.43,39.84,39.45,38.28,36.72,36.13,39.06,37.89,41.41,41.60,38.09,35.74,35.94,38.67,37.89,39.84,39.06,40.04,39.84,41.80,38.09,36.33,39.84,37.89,37.50,38.28,36.72,41.99,41.41,36.72,40.43,42.19,40.82,42.19,40.62,39.06,38.67,35.35,41.99,39.65,40.04,40.04,33.40,35.55,40.23,39.84,35.55,37.70,40.43,34.96,38.28,36.33,37.11,35.55,33.01,100.00,37.89,38.67,34.57,35.94,36.72,40.82,46.09,37.30,37.89,38.48,37.89,37.11,41.21,39.65,36.91,36.52,37.30,35.16,39.84,39.45,38.28,42.38,34.77,39.06,39.65,38.87,37.11,41.41,40.43,39.06,38.67,43.36,40.43,34.96,35.55,37.89
38.09,39.26,35.16,32.81,39.84,36.13,37.50,35.55,36.72,28.71,33.20,33.98,36.13,37.11,32.03,35.55,34.96,33.79,33.98,37.70,34.77,35.55,39.06,35.94,38.28,34.77,33.01,39.06,36.72,36.33,35.94,37.11,37.50,34.77,34.96,36.72,35.94,37.89,35.35,32.62,34.18,33.98,35.94,35.16,36.13,37.89,35.16,34.96,34.77,37.70,31.64,33.01,39.84,34.77,34.96,39.06,32.62,37.50,38.09,33.59,33.98,36.91,35.35,38.87,36.91,35.94,41.02,33.40,40.62,37.50,37.50,38.28,37.50,33.20,38.09,38.87,33.20,38.28,33.01,37.89,38.48,35.94,33.40,35.74,38.09,31.84,34.57,33.79,36.52,34.77,34.18,37.89,100.00,36.72,31.25,37.30,34.77,36.91,41.80,37.70,33.40,34.38,36.52,40.43,39.26,37.50,34.18,34.18,34.96,35.35,37.89,39.26,37.50,38.09,33.20,33.59,35.94,37.11,41.41,38.67,37.89,35.55,38.48,38.28,38.09,32.62,33.79,34.96
41.60,40.23,36.13,36.52,41.41,39.06,37.50,33.98,34.96,36.72,37.11,37.30,37.89,41.60,37.11,38.48,39.06,36.13,38.28,39.84,36.52,38.09,40.23,39.45,38.09,35.16,37.30,41.21,37.70,38.87,43.75,39.26,41.60,38.87,36.33,38.09,40.43,40.62,37.50,38.09,38.09,38.67,39.06,36.52,39.06,39.65,41.41,37.70,37.70,43.55,37.11,38.09,42.38,39.84,42.97,42.38,37.89,37.30,37.30,34.57,35.16,38.48,38.67,40.43,40.23,34.38,41.80,39.84,40.43,39.45,38.09,38.87,37.70,38.67,38.87,36.72,34.57,41.99,36.13,37.11,41.80,38.48,35.74,39.06,43.36,36.33,38.09,36.33,38.48,36.52,39.84,38.67,36.72,100.00,39.26,39.84,37.89,41.02,43.16,40.62,32.81,36.52,40.04,40.62,35.94,37.50,38.28,39.06,38.09,37.50,41.21,40.04,41.60,39.65,33.79,35.35,38.87,38.87,40.04,40.43,40.62,41.41,36.91,40.62,37.70,33.20,38.48,41.02
40.04,37.70,34.77,35.35,35.94,37.70,36.91,36.52,35.94,39.26,41.02,36.13,37.50,38.67,35.35,39.06,33.40,36.91,35.55,38.09,39.45,38.28,38.09,39.06,41.02,34.57,33.79,37.11,38.87,38.48,38.28,34.18,35.74,37.50,38.87,40.82,37.89,38.48,36.72,35.35,37.50,36.33,36.33,35.16,39.65,37.89,39.84,35.55,36.91,36.52,38.67,33.59,40.04,39.45,40.04,39.84,36.72,34.77,35.16,40.04,37.30,35.16,35.55,40.43,38.87,36.33,41.80,35.94,39.65,37.30,36.72,36.91,38.67,38.67,37.11,36.13,34.57,40.82,37.11,35.16,40.04,37.70,34.77,34.18,38.67,37.89,36.72,34.77,35.74,38.28,32.23,34.57,31.25,39.26,100.00,38.28,35.55,36.72,40.04,38.28,34.57,37.11,35.16,37.89,36.91,37.11,33.98,39.65,35.94,35.55,39.06,38.09,38.09,39.06,36.33,35.55,38.87,36.33,36.91,37.70,41.21,38.48,39.06,34.38,37.50,33.59,34.18,37.89
41.60,40.04,40.04,36.13,37.11,39.26,40.04,36.33,39.45,34.57,35.35,35.74,37.50,41.21,37.70,41.21,34.57,34.77,37.30,39.65,35.35,37.50,40.04,39.06,40.04,36.13,40.04,40.23,41.02,37.70,43.16,39.06,38.48,39.84,37.11,39.45,37.30,40.82,36.72,33.98,41.41,37.11,42.38,35.74,43.55,39.06,39.06,40.23,36.13,41.60,34.96,39.06,40.62,42.19,39.65,38.67,38.28,38.67,39.45,40.43,33.59,39.26,35.35,37.89,41.80,40.23,41.80,41.02,42.38,42.19,37.89,37.30,38.28,41.02,38.28,41.02,40.43,39.84,36.72,35.74,38.48,39.84,38.28,42.38,41.99,37.70,39.45,41.02,39.65,40.23,35.35,35.94,37.30,39.84,38.28,100.00,39.26,41.41,38.28,42.58,40.04,35.35,38.09,41.02,41.41,39.45,36.52,37.89,37.50,37.89,43.95,42.38,39.84,39.06,34.38,36.52,36.52,37.70,40.82,42.19,38.09,43.16,41.21,41.02,41.02,33.98,34.96,41.41
41.80,36.33,35.94,35.74,40.43,37.89,40.82,35.94,38.67,38.48,37.30,36.72,38.09,38.28,35.55,38.67,35.35,37.50,34.77,41.21,41.80,39.26,42.19,40.43,40.82,34.57,39.26,39.06,38.67,38.87,40.82,37.50,39.65,37.89,40.82,39.26,36.13,41.80,37.30,41.21,38.87,36.72,38.09,37.70,38.87,38.28,38.28,36.33,34.96,40.82,38.28,37.11,41.02,41.41,40.23,42.19,39.84,41.21,38.28,37.70,34.96,34.38,36.91,37.50,42.19,37.70,42.97,35.74,39.26,39.06,39.84,38.67,36.91,36.52,38.67,39.26,36.52,41.02,33.20,36.52,41.21,37.89,37.70,37.50,42.77,38.67,38.48,36.91,37.11,34.77,36.33,36.72,34.77,37.89,35.55,39.26,100.00,38.28,43.16,38.87,38.28,35.94,36.13,38.48,40.04,39.06,37.89,37.11,37.30,34.57,41.02,41.80,39.26,38.67,33.79,35.16,39.45,34.57,39.26,39.65,34.77,37.30,39.65,35.16,39.65,35.35,37.30,41.60
44.53,41.41,40.04,39.65,41.21,46.29,44.53,37.89,39.84,37.11,37.89,39.84,40.62,44.34,38.87,42.19,34.96,40.23,38.87,42.58,40.23,39.06,41.99,43.55,41.60,36.13,41.21,41.99,43.36,40.43,40.23,38.87,41.99,42.97,40.82,41.60,43.16,40.43,39.06,38.28,39.26,39.06,45.31,36.52,42.38,43.95,41.21,34.96,38.67,43.55,36.33,40.82,41.02,46.88,46.48,44.14,39.84,37.30,41.60,40.62,37.11,38.48,36.91,40.82,43.55,38.09,45.31,41.80,44.14,41.60,41.02,41.80,42.97,40.82,41.99,44.34,36.13,41.02,36.52,36.91,45.31,39.65,37.50,43.16,46.29,36.52,36.72,40.82,39.06,41.21,37.11,40.82,36.91,41.02,36.72,41.41,38.28,100.00,42.77,41.99,37.70,39.65,43.36,41.80,39.84,44.34,40.04,39.26,37.30,36.72,45.51,44.73,42.19,38.67,36.13,38.28,41.41,37.11,42.97,39.84,38.48,41.80,44.53,41.60,41.80,33.98,38.87,40.62
43.75,41.21,41.99,37.50,43.36,44.14,39.06,36.33,38.48,38.67,41.02,39.06,41.99,41.21,39.26,44.92,37.50,41.21,40.43,45.70,42.58,41.99,44.53,45.31,42.38,38.09,43.95,41.99,44.73,42.38,41.41,41.41,38.48,41.21,42.77,41.02,40.82,46.09,43.75,42.19,36.13,40.04,39.65,41.02,42.77,40.43,42.38,39.84,38.48,42.19,36.91,44.14,44.92,43.55,45.31,45.31,41.80,39.45,41.60,40.43,39.26,42.77,38.09,41.60,42.97,40.23,46.48,42.58,42.97,43.75,39.45,44.53,42.58,37.70,46.48,42.19,39.84,42.38,39.84,37.11,43.36,41.02,44.34,41.80,46.68,38.48,38.28,35.35,39.65,39.06,39.06,46.09,41.80,43.16,40.04,38.28,43.16,42.77,100.00,44.92,38.67,40.62,41.99,44.34,45.70,44.73,41.80,38.67,40.43,40.04,46.48,45.70,43.36,44.14,35.35,41.80,41.21,41.60,43.95,42.97,44.73,44.14,40.04,41.80,41.02,37.89,39.65,42.77
43.16,42.19,37.89,36.33,41.99,40.82,41.80,39.06,37.11,37.89,37.50,40.04,40.23,40.04,37.50,40.04,39.65,33.79,38.09,41.02,39.65,36.13,42.77,39.84,40.04,35.74,38.28,36.33,43.16,43.55,38.67,36.91,40.23,41.02,41.80,41.41,35.74,41.80,39.26,38.09,38.87,41.99,43.16,35.16,41.99,43.95,41.60,38.09,37.50,39.65,38.28,38.28,43.36,42.58,40.62,41.99,39.06,38.48,42.77,38.87,37.30,38.87,37.11,43.16,43.36,39.84,42.97,39.65,43.55,39.65,40.82,41.80,41.99,40.04,39.65,39.65,35.94,39.45,34.57,34.77,39.45,39.06,38.48,41.60,42.97,40.23,37.70,39.45,36.13,40.23,31.05,37.30,37.70,40.62,38.28,42.58,38.87,41.99,44.92,100.00,39.45,37.50,38.87,37.89,40.43,43.95,38.48,38.67,38.48,38.67,45.70,45.70,36.13,40.23,33.79,37.30,39.45,42.38,42.58,39.26,40.62,41.80,44.53,45.12,43.16,33.98,33.79,38.87
40.82,39.84,39.45,33.59,39.06,38.87,40.62,34.96,36.52,39.84,31.05,36.33,37.30,41.99,36.13,36.33,33.40,36.33,34.18,40.82,37.50,36.13,42.58,39.26,40.62,34.18,38.09,41.02,41.60,41.02,42.58,38.87,39.26,36.72,35.74,39.06,38.09,39.06,39.06,34.18,39.26,38.48,35.94,37.89,40.04,38.09,37.30,35.55,38.87,39.84,33.98,37.30,42.97,38.67,35.74,39.26,39.06,37.50,38.48,37.50,36.91,36.72,37.89,39.06,42.58,39.26,42.97,34.57,38.28,41.80,38.87,38.28,38.87,34.57,38.87,35.55,37.11,40.23,31.64,35.35,40.62,38.28,36.33,38.67,43.36,35.55,39.45,37.11,37.50,40.43,32.03,37.89,33.40,32.81,34.57,40.04,38.28,37.70,38.67,39.45,100.00,37.70,31.05,39.65,40.82,37.89,34.77,37.50,37.30,31.45,43.75,39.84,38.09,40.43,32.81,35.16,35.74,37.70,42.77,39.45,38.67,41.41,38.87,38.67,38.28,35.35,35.94,37.11
39.84,38.28,37.11,38.09,40.04,35.94,40.62,35.55,37.11,36.91,36.72,33.79,40.62,37.30,37.70,41.80,32.81,34.77,33.79,38.48,37.11,39.65,38.87,38.48,39.45,36.13,40.82,36.52,38.87,38.48,38.48,36.52,36.91,39.65,41.02,40.04,36.52,38.09,42.19,34.96,39.26,40.82,36.13,36.13,40.62,39.45,40.43,36.13,34.57,39.84,37.11,38.09,38.67,35.55,37.70,40.23,37.11,38.87,36.91,37.30,36.33,35.35,33.98,38.09,36.91,36.33,41.02,36.91,41.21,39.65,37.30,36.13,34.38,35.16,41.21,40.04,36.13,43.16,34.57,35.35,36.13,36.52,33.20,35.94,41.80,33.40,37.50,33.59,35.74,36.13,33.20,38.48,34.38,36.52,37.11,35.35,35.94,39.65,40.62,37.50,37.70,100.00,35.55,36.33,41.41,40.04,35.55,39.84,40.62,36.72,39.84,39.26,39.26,40.82,36.91,37.30,38.67,35.35,36.33,41.21,38.09,41.21,38.28,37.50,41.02,32.42,35.35,38.28
